Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Headquarters,State,CEO,Forbes Webpage,Profits as % of Assets,Profits as % of Revenue
China Zheshang Bank,10.969,10.658,1.5218,235.988,538,Financials,Regional Banks,Asia,China,China,,Ren Shen,http://www.forbes.com/companies/china-zheshang-bank/,0.00644863298133803,0.142784762619628
Kimberly-Clark,36.645,18.507,1.808,15.303,539,Consumer Staples,Household/Personal Care,North America,United States,Texas,Texas,Thomas Falk,http://www.forbes.com/companies/kimberly-clark/,0.118146768607463,0.0976927648997677
Atlas Copco,49.52,13.222,2.0473,16.075,540,Industrials,Other Industrial Equipment,Europe,Sweden,Sweden,,Mats Rahmström,http://www.forbes.com/companies/atlas-copco/,0.127359253499222,0.154840417486008
Bank of Ningbo,14.534,8.089,1.4781,169.851,541,Financials,Regional Banks,Asia,China,China,,Li Hong,http://www.forbes.com/companies/bank-of-ningbo/,0.00870233322147058,0.182729632834714
Associated British Foods,29.505,20.3,1.3675,17.803,542,Consumer Staples,Food Processing,Europe,United Kingdom,United Kingdom,,George Weston,http://www.forbes.com/companies/associated-british-foods/,0.0768128967028029,0.0673645320197044
Stryker,63.337,12.73,1.019,22.133,543,Health Care,Medical Equipment & Supplies,North America,United States,Michigan,Michigan,Kevin Lobo,http://www.forbes.com/companies/stryker/,0.0460398499977409,0.0800471327572663
Newell Brands,13.142,14.493,2.1636,33.469,544,Consumer Staples,Household/Personal Care,North America,United States,New Jersey,New Jersey,Michael Polk,http://www.forbes.com/companies/newell-brands/,0.0646448952762258,0.149285862140344
MTR,34.753,7.114,2.1596,33.742,545,Industrials,Railroads,Asia,Hong Kong,Hong Kong,,Kwok Leong,http://www.forbes.com/companies/mtr/,0.0640033193053168,0.303570424515041
DISH Network,14.666,14.17,2.0905,30.155,546,Consumer Discretionary,Broadcasting & Cable,North America,United States,Colorado,Colorado,W. Carlson,http://www.forbes.com/companies/dish-network/,0.0693251533742331,0.147529992942837
Kubota,21.132,16.036,1.2517,25.841,547,Industrials,Heavy Equipment,Asia,Japan,Japan,,Masatoshi Kimata,http://www.forbes.com/companies/kubota/,0.0484385279207461,0.0780556248441008
GFNorte,16.128,9.14,1.3584,76.21,548,Financials,Regional Banks,North America,Mexico,Mexico,,Jose Miguel,http://www.forbes.com/companies/gfnorte/,0.0178244324891746,0.148621444201313
Colgate-Palmolive,54.703,15.694,2.088,13.144,549,Consumer Staples,Household/Personal Care,North America,United States,New York,New York,Ian Cook,http://www.forbes.com/companies/colgate-palmolive/,0.158855751673768,0.133044475595769
Woori Bank,9.822,12.477,1.212,295.451,550,Financials,Regional Banks,Asia,South Korea,South Korea,,Kwang-Goo Lee,http://www.forbes.com/companies/woori-bank/,0.00410220307259072,0.0971387352729021
Novatek,37.876,10.49,2.2197,18.922,551,Energy,Oil & Gas Operations,Asia,Russia,Russia,,Leonid Mikhelson,http://www.forbes.com/companies/novatek/,0.117307895571293,0.211601525262154
WestRock,15.651,15.665,1.8822,25.44,552,Materials,Containers & Packaging,North America,United States,Georgia,Georgia,Steven Voorhees,http://www.forbes.com/companies/westrock/,0.0739858490566038,0.120153207788063
China Southern Airlines,14.61,19.718,1.049,34.971,553,Industrials,Airline,Asia,China,China,,Fu Pan,http://www.forbes.com/companies/china-southern-airlines/,0.0299962826341826,0.0532001217161984
Praxair,45.298,11.708,1.32,20.592,553,Materials,Specialized Chemicals,North America,United States,Connecticut,Connecticut,Stephen Angel,http://www.forbes.com/companies/praxair/,0.0641025641025641,0.112743423300307
Thomson Reuters,26.795,11.331,1.3832,26.48,555,Consumer Discretionary,Printing & Publishing,North America,Canada,Canada,,Jim Smith,http://www.forbes.com/companies/thomson-reuters/,0.0522356495468278,0.12207219133351
Dollar Tree,22.283,22.246,1.7143,16.476,556,Consumer Discretionary,Discount Stores,North America,United States,Virginia,Virginia,Gary Philbin,http://www.forbes.com/companies/dollar-tree/,0.104048312697257,0.0770610446821901
Regions Financial,21.699,6.132,1.376,122.913,557,Financials,Major Banks,North America,United States,Alabama,Alabama,O. B. Hall Jr.,http://www.forbes.com/companies/regions-financial/,0.0111949102210507,0.224396607958252
Resona Holdings,13.173,6.169,2.1316,472.438,557,Financials,Regional Banks,Asia,Japan,Japan,,Kazuhiro Higashi,http://www.forbes.com/companies/resona-holdings/,0.00451191479093553,0.345534122224023
Asahi Kasei,18.758,18.426,1.5361,21.778,559,Materials,Diversified Chemicals,Asia,Japan,Japan,,Ichiro Itoh,http://www.forbes.com/companies/asahi-kasei/,0.0705344843419965,0.0833658960164984
Qualcomm,81.885,22.605,-4.556,64.126,560,Information Technology,Semiconductors,North America,United States,California,California,Steven Mollenkopf,http://www.forbes.com/companies/qualcomm/,-0.0710476249883043,-0.201548330015483
Swisscom,23.85,12.071,1.6258,23.858,561,Telecommunication Services,Telecommunications services,Europe,Switzerland,Switzerland,,Urs Schaeppi,http://www.forbes.com/companies/swisscom/,0.0681448570710034,0.134686438571784
Northern Trust,24.506,5.94,1.285,129.672,562,Financials,Regional Banks,North America,United States,Illinois,Illinois,Michael O'Grady,http://www.forbes.com/companies/northern-trust/,0.00990961811339379,0.216329966329966
Al Rajhi Bank,34.919,4.459,2.4751,93.132,563,Financials,Regional Banks,Asia,Saudi Arabia,Saudi Arabia,,Stefano Bertamini,http://www.forbes.com/companies/al-rajhi-bank/,0.0265762573551518,0.555079614263288
Mitsubishi Estate,25.742,9.736,0.8762,51.403,564,Financials,Real Estate,Asia,Japan,Japan,,Hirotaka Sugiyama,http://www.forbes.com/companies/mitsubishi-estate/,0.0170456977219228,0.0899958915365653
Qingdao Haier,17.278,24.642,1.0814,24.561,565,Consumer Discretionary,Household Appliances,Asia,China,China,,Hai Liang,http://www.forbes.com/companies/qingdao-haier/,0.0440291519074956,0.043884424965506
Mapfre,10.655,24.913,0.7962,78.743,566,Financials,Diversified Insurance,Europe,Spain,Spain,,Antonio Mejías,http://www.forbes.com/companies/mapfre/,0.0101113749793632,0.0319592180789146
Emirates NBD,15.509,6.06,2.2511,129.493,567,Financials,Regional Banks,Asia,United Arab Emirates,United Arab Emirates,,Shayne Nelson,http://www.forbes.com/companies/emirates-nbd/,0.0173839512560525,0.371468646864687
Samsung Fire & Marine,11.959,17.579,0.855,69.871,568,Financials,Property & Casualty Insurance,Asia,South Korea,South Korea,,Min-Soo Ahn,http://www.forbes.com/companies/samsung-fire-marine/,0.0122368364557542,0.0486375789294044
Bank of Nanjing,11.583,8.507,1.524,187.454,569,Financials,Regional Banks,Asia,China,China,,Sheng Hu,http://www.forbes.com/companies/bank-of-nanjing/,0.00812999455866506,0.179146585165158
TE Connectivity,33.116,14.048,1.319,19.247,570,Information Technology,Electronics,Europe,Switzerland,Switzerland,,Terrence Curtin,http://www.forbes.com/companies/te-connectivity/,0.0685301605445004,0.0938923690205011
American Tower,61.329,6.79,1.208,34.373,571,Financials,Real Estate,North America,United States,Massachusetts,Massachusetts,James Taiclet Jr.,http://www.forbes.com/companies/american-tower/,0.0351438629156606,0.177908689248895
NVIDIA,154.509,10.984,3.783,11.46,572,Information Technology,Semiconductors,North America,United States,California,California,Jen-Hsun Huang,http://www.forbes.com/companies/nvidia/,0.330104712041885,0.344410050983248
Cognizant,44.868,15.176,1.467,15.045,573,Information Technology,Computer Services,North America,United States,New Jersey,New Jersey,Francisco D'Souza,http://www.forbes.com/companies/cognizant/,0.0975074775672981,0.0966657880864523
Bank Central Asia,40.208,5.164,1.7732,55.218,574,Financials,Regional Banks,Asia,Indonesia,Indonesia,,Jahja Setiaatmadja,http://www.forbes.com/companies/bank-central-asia/,0.0321127168676881,0.343377226955848
Mitsubishi Heavy Industries,12.776,37.09,0.636,51.6,575,Industrials,Heavy Equipment,Asia,Japan,Japan,,Shunichi Miyanaga,http://www.forbes.com/companies/mitsubishi-heavy-industries/,0.0123255813953488,0.01714747910488
MGM Resorts,17.706,10.888,1.9539,29.298,576,Consumer Discretionary,Casinos & Gaming,North America,United States,Nevada,Nevada,James Murren,http://www.forbes.com/companies/mgm-resorts/,0.0666905590825312,0.179454445260838
Tatneft,25.551,11.949,2.1111,19.236,577,Energy,Oil & Gas Operations,Asia,Russia,Russia,,Nail Maganov,http://www.forbes.com/companies/tatneft/,0.109747348721148,0.176675872457946
Fast Retailing,45.728,18.232,1.1328,15.196,578,Consumer Discretionary,Apparel/Footwear Retail,Asia,Japan,Japan,,Tadashi Yanai,http://www.forbes.com/companies/fast-retailing/,0.0745459331403001,0.0621325142606406
DTE Energy,18.593,12.971,1.093,33.841,579,Utilities,Electric Utilities,North America,United States,Michigan,Michigan,Gerard Anderson,http://www.forbes.com/companies/dte-energy/,0.0322980999379451,0.0842648986199985
Formosa Chemicals,22.446,12.276,1.8566,21.142,580,Materials,Specialized Chemicals,Asia,Taiwan,Taiwan,,Tung Huang,http://www.forbes.com/companies/formosa-chemicals/,0.0878157222590105,0.151238188334963
Grupo Mexico,22.591,10.199,1.6812,26.7,581,Materials,Diversified Metals & Mining,North America,Mexico,Mexico,,Germán Mota-Velasco,http://www.forbes.com/companies/grupo-mexico/,0.0629662921348315,0.164839690165703
Allergan,52.104,16.04,-1.8464,112.021,582,Health Care,Pharmaceuticals,Europe,Ireland,Ireland,,Brenton Saunders,http://www.forbes.com/companies/allergan/,-0.016482623793753,-0.115112219451372
H&M,26.741,23.71,1.7972,13.07,583,Consumer Discretionary,Apparel/Footwear Retail,Europe,Sweden,Sweden,,Karl-Johan Persson,http://www.forbes.com/companies/hm/,0.137505738332058,0.0757992408266554
KIA Motors,12.71,47.932,0.5712,49.551,584,Consumer Discretionary,Auto & Truck Manufacturers,Asia,South Korea,South Korea,,Hyoung-Keun Lee,http://www.forbes.com/companies/kia-motors/,0.0115275171035902,0.011916882249854
New World Development,14.953,7.635,1.8748,59.885,585,Financials,Real Estate,Asia,Hong Kong,Hong Kong,,Han-Woo Park,http://www.forbes.com/companies/new-world-development/,0.031306671119646,0.245553372626064
Recruit Holdings,42.781,19.228,1.3053,13.625,586,Consumer Discretionary,Business & Personal Services,Asia,Japan,Japan,,Masumi Minegishi,http://www.forbes.com/companies/recruit-holdings/,0.0958018348623853,0.0678853754940711
Møller-Maersk,35.057,34.703,-1.1508,63.371,587,Industrials,Other Transportation,Europe,Denmark,Denmark,,Søren Skou,http://www.forbes.com/companies/moller-maersk/,-0.0181597260576604,-0.0331613981500158
Industrial Bank of Korea,8.89,11.1,1.416,256.008,588,Financials,Regional Banks,Asia,South Korea,South Korea,,Do-Jin Kim,http://www.forbes.com/companies/industrial-bank-of-korea/,0.00553107715383894,0.127567567567568
Rogers Communications,24.763,11.249,1.4352,23.406,589,Telecommunication Services,Telecommunications services,North America,Canada,Canada,,Joe Natale,http://www.forbes.com/companies/rogers-communications/,0.061317610869008,0.127584674193262
Reinsurance Group of America,9.785,12.699,1.7769,60.955,590,Financials,Diversified Insurance,North America,United States,Missouri,Missouri,Anna Manning,http://www.forbes.com/companies/reinsurance-group/,0.0291510130424083,0.139924403496338
Nidec,46.921,13.426,1.1889,16.631,591,Industrials,Electrical Equipment,Asia,Japan,Japan,,Shigenobu Nagamori,http://www.forbes.com/companies/nidec/,0.0714869821417834,0.0885520631610308
PPG,25.04,15.05,1.647,16.538,592,Materials,Diversified Chemicals,North America,United States,Pennsylvania,Pennsylvania,Michael McGarry,http://www.forbes.com/companies/ppg/,0.0995888257346717,0.109435215946844
Constellation Brands,41.635,7.586,2.3189,20.539,593,Consumer Staples,Beverages,North America,United States,New York,New York,Robert Sands,http://www.forbes.com/companies/constellation-brands/,0.112902283460733,0.305681518586871
RELX Group,43.397,9.472,2.1365,16.616,594,Information Technology,Computer Services,Europe,United Kingdom,United Kingdom,,Erik Engstrom,http://www.forbes.com/companies/relx-group/,0.128580885893115,0.225559543918919
Fidelity National Information,34.72,8.934,1.363,24.405,595,Consumer Discretionary,Business & Personal Services,North America,United States,Florida,Florida,Gary Norcross,http://www.forbes.com/companies/fidelity-national-information/,0.0558492112272075,0.152563241549138
Chubu Electric Power,12.049,25.744,0.671,52,596,Utilities,Electric Utilities,Asia,Japan,Japan,,Akihisa Mizuno,http://www.forbes.com/companies/chubu-electric-power/,0.0129038461538462,0.0260643256681168
Simon Property Group,49.518,5.567,1.952,31.018,597,Financials,Real Estate,North America,United States,Indiana,Indiana,David Simon,http://www.forbes.com/companies/simon-property-group/,0.0629312012379908,0.350637686366086
Dongfeng Motor Group,9.714,18.531,2.0814,32.631,598,Consumer Discretionary,Auto & Truck Manufacturers,Asia,China,China,,Liang Ma,http://www.forbes.com/companies/dongfeng-motor-group/,0.063785970396249,0.112319896389833
Sumitomo Electric,12.086,27.81,1.0857,28.371,599,Consumer Discretionary,Auto & Truck Parts,Asia,Japan,Japan,,Masayoshi Matsumoto,http://www.forbes.com/companies/sumitomo-electric/,0.0382679496669134,0.0390399137001079
Suning Appliance,19.709,30.09,0.6406,25.742,600,Consumer Discretionary,Specialty Stores,Asia,China,China,,Xiao Wang,http://www.forbes.com/companies/suning-appliance/,0.0248854012897211,0.0212894649385178
China Eastern Airlines,15.518,15.675,0.834,36.154,601,Industrials,Airline,Asia,China,China,,Jin Zhang,http://www.forbes.com/companies/china-eastern-airlines/,0.0230679869447364,0.0532057416267943
Ally Financial,11.456,10.088,0.965,170.021,602,Financials,Regional Banks,North America,United States,Michigan,Michigan,Jeffrey Brown,http://www.forbes.com/companies/ally-financial/,0.00567576946377212,0.0956582077716098
Netflix,141.91,12.757,0.6708,20.153,602,Consumer Discretionary,Internet & Catalog Retail,North America,United States,California,California,Reed Hastings Jr.,http://www.forbes.com/companies/netflix/,0.0332853669428869,0.052582895665125
Cummins,24.098,21.409,0.928,18.392,604,Industrials,Heavy Equipment,North America,United States,Indiana,Indiana,Tom Linebarger,http://www.forbes.com/companies/cummins/,0.0504567203131796,0.0433462562473726
Sumitomo Realty,19.253,8.557,1.0803,48.772,605,Financials,Real Estate,Asia,Japan,Japan,,Junji Takashima,http://www.forbes.com/companies/sumitomo-realty/,0.0221500041007135,0.126247516653033
Teck Resources,15.956,9.541,2.1005,29.392,606,Materials,Diversified Metals & Mining,North America,Canada,Canada,,Donald Lindsay,http://www.forbes.com/companies/teck-resources/,0.0714650244964616,0.220155120008385
Henderson Land,25.868,3.248,3.9053,52.651,607,Financials,Real Estate,Asia,Hong Kong,Hong Kong,,Shau Lee,http://www.forbes.com/companies/henderson-land/,0.0741733300412148,1.20237068965517
LafargeHolcim,31.558,26.546,-1.7018,65.345,608,Materials,Construction Materials,Europe,Switzerland,Switzerland,,Jan Jenisch,http://www.forbes.com/companies/holcim/,-0.0260433085928533,-0.0641075868304076
Atlantia,27.516,6.14,1.3217,48.707,609,Industrials,Other Transportation,Europe,Italy,Italy,,Giovanni Castellucci,http://www.forbes.com/companies/atlantia/,0.0271357299772107,0.215260586319218
China Fortune Land Development,13.444,8.479,1.4052,59.702,610,Industrials,Construction Services,Asia,China,China,,Dong Chang,http://www.forbes.com/companies/china-fortune-land-development/,0.0235368999363505,0.165727090458781
Evonik,17.416,16.846,0.9968,25.035,611,Materials,Specialized Chemicals,Europe,Germany,Germany,,Christian Kullmann,http://www.forbes.com/companies/evonik/,0.0398162572398642,0.0591713166330286
Kyocera,22.817,14.229,0.738,29.686,612,Information Technology,Electronics,Asia,Japan,Japan,,Goro Yamaguchi,http://www.forbes.com/companies/kyocera/,0.0248602034629118,0.0518659076533839
Astellas Pharma,30.083,11.732,1.4858,17.473,613,Health Care,Pharmaceuticals,Asia,Japan,Japan,,Kenji Yasukawa,http://www.forbes.com/companies/astellas-pharma/,0.0850340525382018,0.126645073303785
Aeon,16.519,75.31,0.2201,88.588,614,Consumer Staples,Food Retail,Asia,Japan,Japan,,Motoya Okada,http://www.forbes.com/companies/aeon/,0.00248453515148779,0.00292258664188023
Dollar General,25.141,23.471,1.539,12.602,615,Consumer Discretionary,Discount Stores,North America,United States,Tennessee,Tennessee,Todd Vasos,http://www.forbes.com/companies/dollar-general/,0.122123472464688,0.0655702782156704
